Frame,Keypoint,X_mm,Y_mm,Z_mm
123,32,-476.065907484347,2537.1967653805,-926.297725157931
123,33,-480.551037436075,2382.89323266103,-925.509759330863
124,1,-506.770115651051,2546.73317008006,520.691548427194
124,2,-509.943976674962,2572.79608744522,555.18479439969
124,3,-505.284619087707,2585.39293446607,555.946707236076
124,4,-500.201509158195,2594.87387946743,555.826147560881
124,5,-532.455047836217,2548.3849474774,553.424534932522
124,6,-543.672290464357,2545.35793657872,552.907943711381
124,7,-559.133585450704,2545.20827422488,552.398075409009
124,8,-527.754325970496,2647.55534974001,550.679955785391
124,9,-605.549471476726,2571.528564295,545.788056751677
124,10,-508.433811347417,2585.10153834239,494.331200063103
124,11,-535.135839163606,2556.32373664958,488.332252229474
124,12,-464.177321999648,2728.76605360994,347.283115512452
124,13,-714.341841292326,2556.45841499354,352.509440215701
124,14,-422.353515078207,2728.46781284975,91.2199729077507
124,15,-786.531467939289,2567.81780136593,96.085768352166
124,16,-342.306989237647,2658.61864270995,-123.459654362437
124,17,-803.94390620789,2519.20866937172,-132.014871797506
124,18,-329.585937548293,2651.39001345978,-195.208757584447
124,19,-820.247136806998,2513.98187453901,-206.28469945769
124,20,-329.841955503632,2620.37376700684,-193.638093383707
124,21,-785.61193468803,2491.88652139242,-202.953502314921
124,22,-340.724765975365,2616.20715741229,-169.773353596607
124,23,-771.097447376538,2498.73458930355,-177.418004940792
124,24,-509.152935497163,2663.97331744432,-114.259336288404
124,25,-646.266526154176,2553.46723248891,-109.614760230138
124,26,-541.471983340069,2664.78011888972,-494.716032572961
124,27,-566.010060037864,2480.83533337587,-471.11245899671
124,28,-572.807766626472,2657.93692580599,-861.69684089301
124,29,-571.411609393207,2508.96301372389,-846.821484109819
124,30,-602.309318801939,2680.75918901239,-921.062162990527
124,31,-597.857348549273,2561.09256360426,-910.30445457736
124,32,-475.718727344932,2533.93524968312,-926.481569852429
124,33,-486.088126733151,2392.00055738573,-913.23053103542
125,1,-511.770348359296,2559.32775952372,517.440934372838
125,2,-516.452417077932,2585.99363613461,552.590596473361
125,3,-512.30661126621,2600.13294920319,553.845179061525
125,4,-508.564624853089,2612.63828246396,554.548431352682
125,5,-537.289773995626,2562.12820951877,550.594485745642
125,6,-548.884638002339,2560.80705152159,550.687506448398
125,7,-564.487501397712,2561.66211454192,550.529326416809
125,8,-540.051711987775,2670.18331188476,550.778958881728
125,9,-613.786983287566,2595.47332136194,546.337128280574
125,10,-514.947473908277,2600.04720974599,491.332289974066
125,11,-540.920318348051,2572.20906346729,486.28478072734
125,12,-475.955092792731,2750.53755715758,350.434315650026
125,13,-726.23078630517,2576.49885212392,352.263143980979
125,14,-423.727457048539,2743.89655649316,96.6152855957532
125,15,-809.190473262122,2596.02492565101,97.5277678269047
125,16,-332.579990068061,2644.23151089671,-105.656943356939
125,17,-855.367431821905,2575.75182383892,-132.769076141328
125,18,-316.375492733561,2633.10613275577,-177.97150858907
125,19,-875.736241689597,2567.8659913588,-205.583814559138
125,20,-314.631842859441,2597.27343069385,-172.582417208006
125,21,-840.971288021234,2547.15740293138,-203.471761910225
125,22,-326.235249459017,2595.04411550118,-149.955087124594
125,23,-821.839167191355,2553.93170240826,-179.14486093846
125,24,-514.339948247371,2677.69614173534,-112.98772817352
125,25,-649.046983826519,2565.9136964893,-109.009527664564
125,26,-541.856700272599,2667.00762565831,-495.226502717664
125,27,-564.981281854345,2475.07762731468,-462.451959741337
125,28,-575.631567692474,2661.24144849557,-860.84884244554
125,29,-602.782743336589,2556.46344844282,-825.820691578362
125,30,-613.824169605771,2691.88868319251,-923.190139381034
125,31,-643.342991591161,2624.69241879445,-890.981388993352
125,32,-471.875327798249,2531.66891555471,-921.934477932822
125,33,-536.239098877811,2448.06190719431,-905.256578448432
126,1,-521.701325928881,2577.11018820952,516.135008360255
126,2,-525.105786825028,2603.27197453453,552.007779948577
126,3,-520.605640356555,2617.04515682326,553.606902114468
126,4,-517.096772781229,2629.02312880186,554.282908529908
126,5,-543.992537849597,2579.65475295703,549.326164954717
126,6,-556.68192997833,2579.76894953399,549.925404228935
126,7,-571.90795775481,2580.87401279737,550.149070598578
126,8,-551.148522083552,2688.3431987544,550.916542450208
126,9,-622.430863963998,2617.19559748537,547.417977137405
126,10,-526.795217616128,2617.68775015165,491.423567581561
126,11,-551.453223363959,2590.6724604146,486.787661593915
126,12,-490.234337591942,2770.22121624355,352.913232208001
126,13,-738.052838325202,2599.30159877479,354.896924155884
126,14,-425.666306220606,2757.59839796243,105.2957838695
126,15,-837.353977752696,2620.88851631941,104.440980593992
126,16,-330.488543232164,2639.60135192449,-86.1989880385152
126,17,-902.480840210185,2626.94832364192,-129.434523302538
126,18,-311.540944467473,2624.28550837379,-157.290525472982
126,19,-924.364360322096,2616.37462809855,-202.201209624699
126,20,-309.997203746416,2585.07972008607,-149.338753900578
126,21,-899.693808629139,2614.02323734445,-202.445343012356
126,22,-322.096243284673,2583.12966694742,-128.054550054452
126,23,-879.345419731237,2622.32772369927,-179.419400458889
126,24,-527.609042459878,2692.76248695313,-112.060035529565
126,25,-659.957413834337,2584.260863041,-106.604396300797
126,26,-546.95757167798,2674.80578875437,-496.863215452291
126,27,-569.248999852286,2477.37164470248,-451.166541785428
126,28,-575.05142798656,2667.46148629888,-856.206601896462
126,29,-675.812749444796,2651.27251812152,-805.283883346783
126,30,-613.072633218326,2698.24942108296,-914.912749649575
126,31,-706.333396755291,2709.99023516521,-854.667336110209
126,32,-472.367723947963,2538.91546243019,-925.150713890695
126,33,-620.098655598501,2560.1799752817,-911.511808645266
127,1,-540.199752142326,2597.83674697843,516.130996798616
127,2,-541.275105213068,2620.15650981039,550.983507163827
127,3,-536.165895323955,2633.50713430116,552.830718906504
127,4,-530.597442869685,2644.00286826116,553.47729145681
127,5,-563.72746732552,2602.94415191991,549.750636854603
127,6,-576.757587070775,2604.21704619522,550.324751349766
127,7,-590.839211616437,2605.3787469218,550.495390741812
127,8,-563.317064164401,2704.8256755142,551.97533519962
127,9,-640.222760888083,2643.80605076914,548.466901387944
127,10,-544.930267846248,2635.55626744328,491.086234779799
127,11,-571.473377657687,2614.1327140309,487.589225305694
127,12,-502.94990270171,2789.44509107102,355.761614225346
127,13,-754.22819614982,2627.64508022319,359.979643525475
127,14,-433.267263493906,2776.98928919767,111.364681382131
127,15,-859.729340140203,2642.51639855871,114.25741026391
127,16,-333.161166636102,2640.94591166453,-72.6983855915908
127,17,-933.397809506982,2657.5516926137,-119.702731168526
127,18,-315.627086764492,2626.37190866418,-141.291073957099
127,19,-952.833375381083,2642.48751474979,-192.906763493298
127,20,-313.928269800781,2586.1313426529,-132.41460456436
127,21,-930.61421789897,2643.96924511504,-193.513733945731
127,22,-325.463090466759,2583.15426131727,-111.889316064711
127,23,-912.797296046163,2655.78513215665,-171.844302137294
127,24,-538.220544004864,2705.54403004987,-111.974698742495
127,25,-670.156430054363,2600.21253162052,-105.720389156815
127,26,-554.060788122245,2688.66675157721,-498.558611391706
127,27,-580.241673490738,2491.20274729767,-453.934566194701
127,28,-573.208290375381,2666.12183013301,-852.517896679858
127,29,-742.057395945658,2748.21782928299,-793.791756140701
127,30,-610.772907219829,2695.57689874529,-909.89805650254
127,31,-774.773448731471,2811.8149061435,-833.849294849575
127,32,-470.687392445753,2537.37366991939,-924.245479411065
127,33,-681.122289990966,2645.57058621023,-908.007714335582
128,1,-562.814360674314,2629.75523208812,518.992743889764
128,2,-563.677576179058,2652.94303020018,553.978351073456
128,3,-560.240223308715,2668.07115346717,556.01962172806
128,4,-557.159995125956,2680.28148998204,557.08539676135
128,5,-586.72860579972,2633.46837636252,552.636699635632
128,6,-599.412714015703,2633.63272700078,553.073540094174
128,7,-613.280257233332,2633.83766071908,553.201921976279
128,8,-583.187960283495,2732.01429352262,554.616425501105
128,9,-659.190958013266,2664.39458099891,549.80192550655
128,10,-567.550749722272,2667.24917311748,494.011798053664
128,11,-593.068167714482,2642.71044952964,490.161196808357
128,12,-519.896721791285,2810.47537196428,358.197899973194
128,13,-768.671776364424,2648.9842655597,360.704279246861
128,14,-456.334787160016,2807.71062652616,114.184318424435
128,15,-876.328572346183,2662.10444672449,115.232433891969
128,16,-338.659712566512,2649.9267016198,-69.8700307119471
128,17,-942.961210707751,2676.98183942955,-120.62516888669
128,18,-316.49497672016,2627.91834005389,-135.718153644238
128,19,-966.849467907233,2663.75571657658,-194.290064501678
128,20,-315.729147597204,2588.47550583988,-125.564258438387
128,21,-949.034124626862,2673.2147226587,-196.096665721837
128,22,-326.354261338045,2584.18186452387,-105.495449317795
128,23,-932.286596394672,2686.73083300711,-173.910029227312
128,24,-551.180478506891,2725.15782265868,-113.049519178556
128,25,-684.161753782348,2618.10183627643,-106.690255892219
128,26,-564.061371760701,2700.43118349291,-500.35614413733
128,27,-610.165312826891,2531.02952937385,-463.952831488615
128,28,-571.682090361598,2665.68980560163,-852.785541233113
128,29,-799.751433286637,2823.14344249392,-799.427367001132
128,30,-608.825332313638,2694.36084935405,-911.173097445163
128,31,-841.657641370918,2898.1136246863,-841.005970299173
128,32,-469.624977841336,2536.75219188206,-924.420610798254
128,33,-743.943056101518,2731.82416653656,-925.470824616414
129,1,-586.044027791268,2657.53956832964,521.02722334099
129,2,-588.102853421216,2683.59252166107,556.027975537154
129,3,-582.363867612716,2698.1507156844,556.905701421357
129,4,-578.666652657238,2709.91872603004,557.242710118206
129,5,-609.6757916627,2658.64426239391,555.565951126933
129,6,-620.690202565636,2655.09384828979,555.511502224612
129,7,-632.96657122338,2654.30408465435,555.638239728765
129,8,-602.103325706448,2756.8043431719,554.211842405589
129,9,-681.276886930419,2681.82211012755,551.477244170791
129,10,-588.331353266455,2692.02006692419,493.643516541712
129,11,-616.786724154566,2667.64139739905,491.650599498429
129,12,-544.553147165058,2838.33964420032,360.945042515026
129,13,-787.908951712731,2662.86256899035,361.356288826246
129,14,-484.464608474291,2838.2294445648,117.770841756283
129,15,-887.111073071164,2679.50796677859,115.060445429649
129,16,-367.448716619909,2681.82423751829,-66.7823289608902
129,17,-948.017490428494,2688.68775312293,-122.052339484939
129,18,-346.939116884754,2658.61500243939,-135.210709224209
129,19,-973.494318589907,2675.06797126695,-195.413784756937
129,20,-346.364149805314,2618.01609517397,-124.412930686345
129,21,-956.713778440332,2684.78567319401,-197.342071434889
129,22,-357.589343724497,2615.2825650344,-103.740545435163
129,23,-938.83106754397,2698.30077967007,-175.292019869527
129,24,-571.09932093729,2750.17745373975,-114.988069504596
129,25,-698.470147488725,2637.74283719054,-107.96783670679
129,26,-574.248914670881,2710.18417893211,-503.39511019517
129,27,-648.766834700017,2595.67599932206,-478.755358272201
129,28,-572.437391132768,2669.80676012723,-855.267180194438
129,29,-833.106864744523,2866.58669291132,-816.688879605716
129,30,-608.061188871679,2696.02754800738,-914.452684022502
129,31,-885.330886485447,2954.39109146961,-878.564913404153
129,32,-471.373347312712,2537.55457906881,-925.179084681295
129,33,-768.053512993476,2773.12587081611,-939.385841587506
130,1,-604.000298608006,2680.85294320332,518.179827093317
130,2,-610.30293234503,2709.49572389764,554.736847646556
130,3,-604.001008480203,2723.08089981178,555.652478967962
130,4,-598.830309115011,2732.88789248104,555.835214979398
130,5,-629.507699244364,2682.40072055624,553.532744698776
130,6,-640.73096844883,2677.9697942011,553.495490269568
130,7,-652.300310110035,2676.59379894121,553.748080240379
130,8,-625.823955781025,2780.18628737204,553.608495111613
130,9,-700.154020379587,2702.897140091,550.497937045385
130,10,-606.852826971755,2716.67797720427,491.190412226004
130,11,-633.449783849751,2691.03680747732,488.349180065342
130,12,-571.280875338176,2867.12192102362,362.783031228841
130,13,-798.869022937728,2676.18163177955,363.595123429387
130,14,-518.038405902869,2876.08400545386,117.426751645293
130,15,-887.386907411649,2683.09153935729,114.309428852995
130,16,-406.784712542567,2727.11380722212,-73.3274101217848
130,17,-936.691301056445,2688.75103623538,-124.377888629984
130,18,-388.265409116204,2704.27540289772,-144.198461980922
130,19,-967.884479797218,2683.52460153386,-198.785640699244
130,20,-384.332709727498,2663.26439014684,-133.835134969267
130,21,-946.778126260218,2685.73122984869,-199.947313509708
130,22,-396.316954736003,2660.70826732535,-112.215343945382
130,23,-924.910176412063,2695.07024548134,-177.112463533751
130,24,-593.558997269609,2774.66929712951,-117.346584022112
130,25,-719.16494961673,2661.02260220614,-110.60655363298
130,26,-578.959148221755,2715.8757628597,-504.897411884255
130,27,-699.581697044423,2678.48622431106,-496.436358916075
130,28,-572.148157362685,2671.85875728515,-856.03569619636
130,29,-847.425703205932,2888.55538673861,-835.735533167065
130,30,-605.453197192233,2697.4091955932,-915.930591231856
130,31,-897.865753169161,2970.15431812223,-891.97607678158
130,32,-472.236288159064,2537.7690399756,-925.805607983805
130,33,-765.408557333847,2772.30163384454,-941.178232765654
131,1,-629.680174223776,2703.14125124024,516.75922984304
131,2,-636.559630826916,2730.42145187129,554.472766390199
131,3,-632.23588910609,2746.94571645908,556.414325232255
131,4,-625.744434824078,2756.01293329886,556.591408036843
131,5,-659.855073602655,2707.75842271221,553.349921514898
131,6,-670.332969186367,2704.13015291526,553.04667321434
131,7,-683.661916128013,2704.33018551328,553.525754607415
131,8,-656.890017371596,2806.79237701747,553.936350380385
131,9,-732.759780481951,2734.34739425195,551.188422079089
131,10,-632.829188589106,2740.09979036454,489.477285538102
131,11,-661.037414921291,2716.46556058406,486.92312340376
131,12,-597.939233968355,2893.18674684857,362.949235632983
131,13,-812.311791942817,2688.10364560187,358.88625128038
131,14,-550.258638071127,2906.99790710369,113.298933547373
131,15,-884.191954200527,2685.40042860064,105.278021312962
131,16,-453.471318537932,2784.29310414537,-83.09992698677
131,17,-924.334440305358,2674.60062162423,-132.952052737482
131,18,-433.699159341234,2760.30566378444,-154.602033669926
131,19,-948.174219080787,2670.98710657373,-207.038365458417
131,20,-431.517072680541,2726.71890643412,-143.52116144598
131,21,-922.610585535092,2665.93415655625,-208.863433562405
131,22,-441.814764257226,2725.53085201123,-121.178847126568
131,23,-903.603494078419,2674.90022383883,-183.493246927848
131,24,-614.123234644597,2797.3233903863,-121.203419619747
131,25,-746.988324582862,2688.33411070962,-114.212002270906
131,26,-585.371980667562,2719.5342693376,-507.092326429878
131,27,-740.199649873088,2733.74129935229,-507.464752791527
131,28,-571.667520555686,2671.90331999291,-856.487560764513
131,29,-857.652326926471,2904.54061468531,-847.243902918538
131,30,-602.803752390967,2697.09583882221,-915.85037318126
131,31,-897.645863708584,2974.52709483702,-902.457537336255
131,32,-471.459739633985,2535.586567013,-925.466846314005
131,33,-760.29061398446,2766.15581381771,-939.336986070741
132,1,-653.737508156595,2727.54055243476,514.875405302226
132,2,-661.780314534845,2756.48257927887,554.253534699896
132,3,-658.751774703552,2773.46650958583,556.710275925159
132,4,-653.761810333854,2784.34315754779,557.36115703777
132,5,-684.526547535604,2733.17519063607,552.754772883463
132,6,-694.066655811166,2728.79004744345,552.474056950898
132,7,-708.069914758244,2728.78324911012,553.333802363893
132,8,-685.822045441359,2833.62500219455,552.807114638745
132,9,-756.120757308622,2758.08177417198,550.533617540192
132,10,-659.788857413825,2764.92159662543,488.190124088696
132,11,-686.196142571739,2740.31260184615,484.867271559456
132,12,-621.169537079406,2911.54966594147,364.136729782776
132,13,-838.486746713422,2710.08573725439,354.201444614722
132,14,-580.85845788644,2932.91124898916,110.40118383877
132,15,-889.998340871371,2694.02593986548,95.033573664821
132,16,-515.429347915727,2854.60866680916,-108.126547371771
132,17,-914.933568549534,2667.13024013173,-143.286839657648
132,18,-499.314324945187,2842.0358177925,-182.74717427288
132,19,-943.180648301697,2669.3340382785,-218.874456137525
132,20,-496.901762216712,2809.1593612239,-176.459881178321
132,21,-919.887084159437,2661.63142910202,-218.91804297396
132,22,-510.734830301675,2809.13643975486,-155.255687736765
132,23,-896.088297639101,2666.87458659847,-192.808927474671
132,24,-638.763115946259,2820.85011763449,-127.862816522193
132,25,-774.190577142042,2713.50412321516,-122.071084701257
132,26,-587.726178898915,2724.39179674517,-506.385765849075
132,27,-778.325327286089,2779.67077414242,-514.156146672838
132,28,-569.281509662664,2672.35602309353,-856.586894775528
132,29,-858.197184695822,2913.28303193243,-860.129188317249
132,30,-598.741763359035,2700.73137602099,-916.002623832416
132,31,-891.767951637267,2983.1981661377,-915.794373839233
132,32,-468.46157981891,2530.53069251838,-923.568630476429
132,33,-765.346860174445,2770.92782817875,-939.682754351916
133,1,-677.713549207793,2750.6304895474,514.550579378666
133,2,-686.435100647501,2779.97061595788,553.971224856185
133,3,-683.987361339772,2796.23581183124,556.525932554457
133,4,-679.965398477633,2807.84445237607,557.352774340421
133,5,-705.613357362256,2755.56194771485,551.224632753137
133,6,-714.812024554063,2750.54653508388,550.675743554345
133,7,-727.383484439836,2748.33887770735,550.950037849054
133,8,-715.990922082582,2860.70220378003,552.799357135647
133,9,-779.657776045963,2779.63176727692,549.339104623414
133,10,-684.793601996068,2789.78072660731,488.354069736729
133,11,-711.079783233775,2764.75748145113,485.330273913659
133,12,-651.997898173281,2944.40726462718,369.808389829449
133,13,-886.114747894194,2748.67850176614,359.674093962267
133,14,-619.310607019275,2958.12121693786,104.644692272773
133,15,-908.858131433667,2708.61174832617,95.2896192447878
133,16,-578.632079332209,2927.40931068876,-124.491057775808
133,17,-885.917183545681,2649.48675764597,-143.160912614036
133,18,-568.15931202615,2929.71249330569,-197.165843891785
133,19,-888.602716173313,2638.30184995124,-218.902251899811
133,20,-570.85693150446,2906.98288711503,-197.443240454665
133,21,-849.267708423531,2617.07474767065,-215.055302417796
133,22,-581.88493107721,2899.88175564987,-176.187229320633
133,23,-841.983235797844,2629.66341595936,-189.102656903536
133,24,-654.23903345161,2843.07738997179,-125.614958804679
133,25,-792.161431605601,2737.85454832759,-121.276840519651
133,26,-592.265575957745,2728.26676144342,-493.9023921282
133,27,-806.705758057536,2815.66494708429,-516.476970552839
133,28,-564.459596548294,2677.678403257,-851.056768326223
133,29,-855.431536278097,2912.33552891331,-863.286456967609
133,30,-590.64725021308,2711.18964091506,-913.759259869335
133,31,-885.00925134995,2986.49186499875,-919.166407140104
133,32,-470.802390555805,2531.26631349633,-923.875828973589
133,33,-779.628284129048,2777.79089544114,-942.893147081831
134,1,-704.390361076716,2779.79961123536,516.368078840786
134,2,-712.343688813907,2807.62949241301,555.78557048416
134,3,-707.82063000806,2821.48062786026,557.936037507246
134,4,-702.722848015641,2833.49285972598,559.007675904585
134,5,-731.374851122305,2782.71489544164,552.295784939577
134,6,-740.80758684312,2777.3379009053,551.82581202475
134,7,-751.352115186394,2772.51391094862,551.466606657383
134,8,-738.181269006403,2882.39045675023,554.550500126266
134,9,-801.944734586353,2800.0186294421,548.526088146436
134,10,-709.186884942741,2816.11330840718,489.824491986089
134,11,-735.87309234888,2789.42715311958,486.775382208524
134,12,-677.64858914056,2970.34709802049,371.121144225068
134,13,-890.873418479206,2761.11835085325,359.671561848653
134,14,-695.899048437634,3030.06958865702,105.782937071615
134,15,-916.55694610679,2720.29959332367,96.4806096824634
134,16,-682.210059108919,3026.62120898572,-131.576496845421
134,17,-842.68527565692,2630.22469161344,-134.377619478194
134,18,-678.202928413722,3037.07970562966,-203.444454155173
134,19,-832.668038311309,2611.32571871624,-207.982571732442
134,20,-670.18703673279,3005.10860821138,-204.033958766675
134,21,-779.748401950796,2578.97578070514,-198.076485245439
134,22,-675.476822877048,2991.50826257919,-180.406355941043
134,23,-778.575219391819,2593.52441107149,-175.178114293611
134,24,-671.817319441553,2869.27309526052,-123.009971565998
134,25,-808.788837522315,2760.12074783031,-121.537888379187
134,26,-591.173160044473,2738.92996796763,-479.672914986833
134,27,-821.507255829631,2833.25428791581,-517.506684151931
134,28,-569.844793345292,2712.84856760839,-840.123898190672
134,29,-858.37059006344,2923.26210902512,-866.186748728483
134,30,-591.489414621502,2745.27673614496,-902.795340698488
134,31,-882.773488557343,2990.60965791618,-921.677565594291
134,32,-492.408356045975,2553.83826432876,-918.881153772291
134,33,-778.658165718988,2774.38945593613,-940.606764929857
135,1,-724.890843448539,2802.50452349948,520.45184871176
135,2,-733.573192021989,2830.20663957228,559.427506355651
135,3,-728.804952358347,2843.55517623288,561.735176536497
135,4,-723.687698664266,2855.77393512237,563.086685439891
135,5,-749.743135043364,2803.55775619237,554.833680595154
135,6,-757.997095315138,2797.8794184494,554.122011308094
135,7,-767.413495188709,2792.05095185789,553.339435268541
135,8,-759.579547389407,2903.86382996206,558.752867555746
135,9,-820.43906028361,2821.21454576383,549.988489973767
135,10,-729.999496485547,2839.01067470123,493.684936728713
135,11,-754.534580049766,2812.07572725688,490.577269931174
135,12,-693.895652901746,2990.4754036434,377.511709370037
135,13,-909.362611551715,2783.61569105382,363.527197778888
135,14,-712.397427581713,3053.47297750215,108.465011130754
135,15,-924.492123404861,2738.21058149357,101.795347068396
135,16,-701.308420895608,3060.857923775,-129.33566867858
135,17,-804.8739473315,2614.30475786424,-111.421052387841
135,18,-707.844731257241,3080.90723679136,-201.375252326627
135,19,-784.155187226656,2590.13373888005,-175.543164185039
135,20,-686.360105870238,3040.26652582504,-201.641932131102
135,21,-737.392449802067,2556.82849031623,-166.464322680541
135,22,-689.714914447836,3024.047299184,-176.415530467264
135,23,-741.289423240635,2573.3296180798,-148.862801686272
135,24,-691.719887513273,2891.85748105566,-115.097664406543
135,25,-831.755304983534,2780.7906993714,-116.484257336115
135,26,-596.319654368699,2755.15917144112,-457.318081972696
135,27,-836.431537161854,2846.05288739839,-505.284739563776
135,28,-607.985467293406,2781.38975464105,-818.244615872232
135,29,-861.670638515376,2923.1170989001,-865.397135845729
135,30,-645.723151551343,2825.91160507616,-877.868301567614
135,31,-879.767308969248,2975.92448354682,-917.107188833456
135,32,-543.993587630467,2672.86427990249,-907.846248982307
135,33,-778.604557769909,2776.57437983332,-934.094410919359
136,1,-748.680011731168,2822.68936511225,525.524974714543
136,2,-757.151164716949,2850.32265823801,564.426746337204
136,3,-752.786794424669,2864.84045047018,566.847839761274
136,4,-747.146074496824,2876.91660973973,567.838360213971
136,5,-773.492852542275,2825.15716863122,560.325918931349
136,6,-782.584661322412,2820.62039922899,559.733158453705
136,7,-792.995160210218,2816.32410850205,559.001097862573
136,8,-778.647014640909,2924.82373142057,562.431890460443
136,9,-846.141006856215,2851.13676173217,555.435650132119
136,10,-753.757523711236,2860.54747886135,498.133638541854
136,11,-779.618269337698,2835.69937342596,495.521606454654
136,12,-708.329746703377,3009.60556649431,376.441996490871
136,13,-937.668304960047,2813.86293913665,373.284023403464
136,14,-715.149798568262,3066.96518157405,111.658748211806
136,15,-942.602022732777,2766.28737260381,126.561906360377
136,16,-718.950058589168,3088.19158181421,-119.511394538823
136,17,-802.994909398599,2624.09024970062,-63.3610327625408
136,18,-727.672769724664,3110.76443406692,-190.540452083908
136,19,-776.876495171254,2598.71502257383,-129.285459175051
136,20,-716.364379035097,3078.78179506859,-189.57761287761
136,21,-737.980284430353,2573.01630427406,-117.671611893098
136,22,-713.657824629545,3057.66320542525,-175.935257200191
136,23,-744.286407618655,2590.59478005638,-99.3708653981953
136,24,-713.550191878913,2917.10809353927,-97.7783298793864
136,25,-856.441015156199,2808.53360342966,-100.560397664265
136,26,-612.131274477818,2777.08661823502,-445.093067552531
136,27,-844.018153878831,2858.63453651341,-488.989955667463
136,28,-684.806913693425,2867.58272797162,-805.395900915515
136,29,-870.812312351394,2934.79033743625,-865.518651433262
136,30,-724.044863407138,2914.8182398004,-857.832763859966
136,31,-890.560850542081,2983.1634167749,-920.259851641945
136,32,-610.429588275993,2753.52862235348,-896.33282550014
136,33,-769.746280300013,2767.98135434918,-920.436856609161
137,1,-771.501903009878,2847.07784415072,528.639439462284
137,2,-777.453834842995,2873.04895178097,567.592413132222
137,3,-770.767423573546,2885.6195614861,569.487845319167
137,4,-764.259654054207,2896.55921948202,570.057579763787
137,5,-799.202820966045,2851.38974623791,564.516779745994
137,6,-810.414586853121,2849.17977290042,564.270327191699
137,7,-822.384692969039,2846.39843307743,563.545605314479
137,8,-790.898471474425,2942.97772018389,563.932938206587
137,9,-868.72302265977,2878.53991355789,558.736650975417
137,10,-773.011339020922,2883.30802892193,501.504959008954
137,11,-804.869472993564,2863.01219643493,499.09343902843
137,12,-720.36247648776,3024.15986931586,379.161527859914
137,13,-951.106539523835,2834.60282498258,394.988767711858
137,14,-716.228009760098,3078.40907221597,129.712530920704
137,15,-965.27251957139,2799.84686444611,150.055163640584
137,16,-757.295245478734,3138.75125205825,-68.3783889044977
137,17,-806.563541860813,2642.55439113143,-25.5922520032624
137,18,-776.32429980847,3167.26644341023,-155.823372295703
137,19,-773.190581922015,2617.04734069715,-94.4910051839101
137,20,-767.750245316139,3138.75789621034,-148.974700770934
137,21,-741.657109414493,2601.5867320882,-81.4035792118194
137,22,-770.614441849452,3121.73165829985,-116.481679139206
137,23,-751.482662197125,2620.85954268679,-61.4275440919151
137,24,-735.63156322575,2939.81632472984,-89.6516936578116
137,25,-876.232189588966,2830.83118885945,-90.8909544477937
137,26,-638.778945926343,2809.20057306247,-438.806026808319
137,27,-865.707656222104,2893.73080467907,-486.338933729274
137,28,-752.407143618911,2961.57811250704,-782.208452084781
137,29,-872.391481966023,2939.11099165179,-861.963901204015
137,30,-794.939801502657,3012.70269464751,-825.129489920956
137,31,-888.078667924422,2983.67160664219,-913.102119059435
137,32,-696.610377239238,2838.79397233838,-901.260338204367
137,33,-765.207077614285,2769.14384919657,-918.973839580446
138,1,-790.94571955899,2869.44131620232,529.31241821449
138,2,-796.003066554905,2896.0487602942,567.980089912473
138,3,-788.411804306853,2907.83191319033,569.574326192852
138,4,-782.376454761846,2919.73319729011,570.236562477048
138,5,-820.065213828578,2876.36880373247,565.940613285948
138,6,-832.095320769623,2875.37186588469,566.154814515055
138,7,-844.357035251896,2873.17262967949,565.879820200397
138,8,-813.493096126429,2972.09840418811,565.666410995726
138,9,-890.575610108707,2904.44772389742,561.514216377347
138,10,-792.922613952789,2906.40100255668,502.539917640671
138,11,-826.409847204875,2887.32382402558,500.682427458706
138,12,-734.711246600359,3042.65613587299,382.458028620885
138,13,-971.66317690583,2857.39980679326,399.701105476181
138,14,-740.811469004019,3109.50573798151,140.982886677267
138,15,-992.83354950627,2838.46803642808,158.836315955716
138,16,-775.418835619612,3162.97427286538,-62.1933475707771
138,17,-822.276460875666,2677.11139464298,-9.71944369253041
138,18,-790.531822104936,3189.5080851955,-149.551675009658
138,19,-784.2787908807,2646.56876771177,-75.5809381065181
138,20,-788.411003212145,3163.22439990661,-133.610055088287
138,21,-753.007241028514,2636.55641404424,-61.9566614793684
138,22,-786.629972609947,3142.84909678966,-105.919107502045
138,23,-765.75390686908,2658.49886193381,-41.9472683428956
138,24,-755.318500772977,2970.45875727177,-84.8711487716914
138,25,-893.94335178968,2859.61309335774,-83.9635508411564
138,26,-666.587124526058,2841.90571185176,-444.068701223832
138,27,-878.381959997451,2912.68524687171,-486.590970814009
138,28,-845.653071017954,3078.13679311439,-773.355226133533
138,29,-864.018482537398,2926.90060919399,-858.963202807558
138,30,-897.425387192716,3133.08307155001,-812.670151076835
138,31,-882.470347296368,2974.87348368855,-911.349857684892
138,32,-772.752343474814,2957.55636710231,-914.982718759479
138,33,-762.26785979075,2766.66175644913,-918.530552581463
139,1,-814.717547633628,2905.54178439234,532.089995418006
139,2,-818.844535541656,2930.54217823795,571.088175698466
139,3,-810.744758582715,2942.36518518367,572.662771622873
139,4,-805.448085245502,2956.72668866876,573.874312760996
139,5,-842.938519650633,2907.84535311588,568.300596414016
139,6,-855.486779298411,2907.2553109526,568.451384563046
139,7,-867.136690440227,2904.14822613788,567.905853037578
139,8,-833.185255577249,3002.17682944669,567.848418807545
139,9,-912.11576899705,2932.18538524472,562.410704752264
