Frame,Keypoint,X_mm,Y_mm,Z_mm
52,6,-1252.46025583411,3639.45728886364,571.598684771143
52,7,-1267.494099794,3639.13571337838,571.729751651566
52,8,-1213.43740500842,3732.63093904007,557.602425318377
52,9,-1311.34018254056,3671.12512199295,556.749298230179
52,10,-1205.26486283156,3666.08119988106,507.644931787237
52,11,-1236.78137844671,3631.98995333407,505.853257214074
52,12,-1175.11630304701,3842.30310664358,358.566915451967
52,13,-1388.50483980909,3630.22693680737,362.025315209928
52,14,-1202.61899990398,3932.39734618371,114.06250621472
52,15,-1393.69190773435,3547.37867607934,137.979293252903
52,16,-1177.65897881249,3941.67734869125,-97.2703528124976
52,17,-1248.12088693278,3411.5062850259,-43.9464489103916
52,18,-1188.02279915683,3972.53034401557,-165.956772416224
52,19,-1220.19910813302,3367.78845995433,-108.964472004497
52,20,-1177.82246143578,3947.74537491731,-172.286365183936
52,21,-1195.1931291506,3378.76292662402,-102.636149958071
52,22,-1178.59908175533,3925.28782432782,-147.219388759328
52,23,-1202.88963304796,3402.9580961534,-82.8756211907544
52,24,-1204.58907428989,3741.90341052806,-95.5614525411148
52,25,-1346.14962595138,3641.10627728636,-87.0080410235719
52,26,-1191.4208607694,3660.88131251109,-456.146232695107
52,27,-1375.97697837404,3718.38760016854,-456.777855583685
52,28,-1173.81072721352,3632.65429007353,-835.941113074055
52,29,-1482.38004785813,3911.02977415386,-835.331348183586
52,30,-1210.94749818655,3681.98466212438,-890.300681688889
52,31,-1518.53562367124,3990.28653636982,-890.191663005449
52,32,-1068.81965100957,3477.24966915754,-896.038806065898
52,33,-1408.03559892883,3778.62464978885,-916.386890164335
53,1,-1178.62347237728,3602.6045247296,542.45704060195
53,2,-1184.7662586371,3638.01668154925,574.597487071186
53,3,-1176.5847673664,3646.29105300932,573.768517047287
53,4,-1170.47862270089,3656.59684672829,573.361130245586
53,5,-1209.56083161097,3614.50491346828,575.536403516949
53,6,-1221.60289842492,3609.72870938116,575.304107056238
53,7,-1235.89564295187,3608.75621753318,575.351276433804
53,8,-1187.53995527257,3706.02245549139,561.238495314005
53,9,-1281.49802907588,3640.44751252083,561.296832948135
53,10,-1177.17144022821,3637.71957133542,512.40634812856
53,11,-1204.81399982235,3601.95274283008,509.996826538802
53,12,-1144.60587727031,3801.60467777042,359.610116047119
53,13,-1361.54789514149,3589.40037788963,366.34629455583
53,14,-1146.9378052841,3865.287213843,111.41621563118
53,15,-1365.47094413263,3517.16401721524,138.044995510263
53,16,-1112.99922838338,3865.49164540604,-102.527937826733
53,17,-1257.1163056993,3410.78326354695,-47.3623919372891
53,18,-1116.8500964385,3889.48064388859,-171.183514590434
53,19,-1236.86443405311,3378.46423843698,-114.128772293206
53,20,-1115.67581120311,3867.16257739593,-178.143211067569
53,21,-1207.10731658169,3383.17466374471,-108.535434582135
53,22,-1121.24758185175,3850.5633633046,-154.613180260912
53,23,-1209.39690711359,3401.67032869736,-88.6621569722787
53,24,-1172.18829406587,3707.3699623389,-95.2637810606151
53,25,-1309.96784506871,3603.02849275515,-87.9081722775488
53,26,-1175.19618582893,3648.77751584391,-453.590547064811
53,27,-1344.99073844964,3676.42954376716,-459.363480045696
53,28,-1168.77757143304,3629.89421539922,-833.510913309335
53,29,-1471.45901042857,3898.53341286192,-825.698932488309
53,30,-1200.81074765182,3669.96686139991,-890.588527129204
53,31,-1509.64589697597,3982.39573552036,-876.969117895795
53,32,-1070.37178392004,3488.59733922846,-899.3106763825
53,33,-1410.3375014997,3780.00542336279,-916.209208958869
54,1,-1142.60878240194,3567.0167404,542.204928108761
54,2,-1153.12879486267,3606.79498698043,575.359903913869
54,3,-1146.96078471855,3616.88487239975,574.804082128146
54,4,-1143.11785248944,3629.97765558388,574.771410931358
54,5,-1172.22674041837,3577.88531608704,575.17833590746
54,6,-1185.74741686439,3573.93987691171,575.262059186361
54,7,-1199.13531441544,3572.21577268213,575.305336102125
54,8,-1164.06201187622,3682.08972961944,563.393624073532
54,9,-1251.00010876841,3609.22497172289,562.607941246243
54,10,-1144.61472041285,3604.30968479507,512.380636738234
54,11,-1164.12307801186,3563.02377505056,508.796955365908
54,12,-1117.10630577915,3770.01621900806,357.609880719368
54,13,-1346.19609847545,3566.95696826556,364.729428844639
54,14,-1112.38609636877,3827.05746129151,109.053633957204
54,15,-1354.58280652087,3508.25808591006,136.300146319744
54,16,-1079.1635560967,3824.07445886261,-108.944761913269
54,17,-1267.79895845004,3412.53763841738,-57.56500235039
54,18,-1080.89731989978,3844.31157538509,-177.481725574005
54,19,-1253.63441267038,3385.55540703889,-127.036315233802
54,20,-1071.14245949958,3805.95250434271,-183.771118127345
54,21,-1226.51042660064,3391.10793346958,-123.937927964912
54,22,-1080.91533229252,3796.22587059373,-161.656725500569
54,23,-1228.39821164004,3409.34698186735,-102.720135577059
54,24,-1146.081904472,3681.2056290248,-97.646872131083
54,25,-1286.06618318157,3577.9702917189,-93.9964069431984
54,26,-1163.78606168893,3640.21413320631,-455.484655377214
54,27,-1313.51429148519,3618.83485751741,-467.83802626512
54,28,-1168.1864734173,3631.25068755381,-837.396367875617
54,29,-1459.49608268587,3874.02844186539,-805.685080287427
54,30,-1198.17886555851,3664.87634240354,-892.22128058732
54,31,-1497.24177772633,3965.90820895511,-854.830960457193
54,32,-1069.66546333239,3495.21606803997,-901.706718948658
54,33,-1410.33753469136,3779.11062272686,-915.416176033388
55,1,-1122.01139217422,3545.03757252906,542.677289666416
55,2,-1129.4039206164,3581.64483704546,575.479623758457
55,3,-1123.49139943424,3591.94191245842,575.290538810318
55,4,-1119.5284709163,3605.3209153626,575.591214521434
55,5,-1149.49064788894,3553.45166169032,574.963281118981
55,6,-1163.08337087821,3549.29375740606,575.010798917928
55,7,-1176.59349003621,3547.33065454495,575.003334562683
55,8,-1137.49234887636,3654.16969520444,564.78146502418
55,9,-1227.66173905624,3583.88563475905,563.341445540972
55,10,-1123.81924077777,3582.43497150204,513.489814816019
55,11,-1145.95439665791,3544.04820133476,509.772643503587
55,12,-1083.94192421191,3730.63872978025,355.789942497604
55,13,-1321.4149127589,3543.91423804381,363.919111323252
55,14,-1059.65066230147,3758.69101056914,104.81535045944
55,15,-1354.51593736824,3504.56249602411,135.221216878884
55,16,-1037.93187402832,3774.07829333264,-121.995371907015
55,17,-1282.9420200797,3411.79740195976,-75.7725403983541
55,18,-1034.24526508001,3787.15581243218,-191.859722963493
55,19,-1273.72784421509,3388.83025369938,-151.040904474828
55,20,-1045.32010349738,3771.68608299213,-197.609277742216
55,21,-1246.22356769054,3391.99495494023,-147.308644974063
55,22,-1059.03842257851,3766.15453724212,-175.676700261635
55,23,-1247.0178734761,3410.25803720662,-122.032064925791
55,24,-1127.88203008572,3661.51624999962,-96.8891633086455
55,25,-1273.9625080103,3563.86150275348,-94.1297260180906
55,26,-1155.24295616189,3629.53549494051,-454.253244460798
55,27,-1292.99977003609,3578.43492140627,-467.007361625317
55,28,-1162.54780462139,3620.73028333587,-832.45752843194
55,29,-1429.20582429463,3825.54136817379,-782.561935942364
55,30,-1193.75426073391,3654.14128643372,-887.316210444493
55,31,-1458.37427753167,3913.89664617735,-825.276290498755
55,32,-1068.29558155821,3494.27555995975,-903.851123629196
55,33,-1401.10897267375,3767.83004084928,-912.008191234568
56,1,-1101.97828684549,3525.17510073187,546.267212264268
56,2,-1105.44664934813,3557.11055514171,577.861105342688
56,3,-1097.59623868551,3565.69774854601,577.430047804649
56,4,-1091.73854211514,3577.60874354448,577.539881033625
56,5,-1133.72624702791,3536.52433519765,579.316075076339
56,6,-1146.00173842163,3531.35891608123,579.604775170543
56,7,-1161.84002453863,3530.12175126983,579.917144486353
56,8,-1107.38780295787,3621.44509124075,567.110445532674
56,9,-1208.59550728458,3560.99943798901,568.124208450356
56,10,-1100.33246346333,3558.59470085993,516.409881266747
56,11,-1128.76800202237,3524.60773564449,513.514183608777
56,12,-1060.43710192651,3705.60808922948,355.168179487279
56,13,-1310.04007924598,3531.67363486045,361.585436102795
56,14,-1020.48641284222,3716.52603087841,102.841680646304
56,15,-1344.41805097699,3493.0681109994,124.216172575915
56,16,-992.62131497876,3718.78318652165,-123.843487012357
56,17,-1291.29767922,3409.03675581181,-91.0835149732955
56,18,-979.303141059864,3717.6025904386,-193.961522302373
56,19,-1274.90810150021,3376.34381141749,-165.832490149647
56,20,-992.210694569944,3704.27988952855,-197.782126418324
56,21,-1249.6500324509,3377.22133976742,-162.592652342777
56,22,-1007.91729506644,3701.97336656368,-175.967549896467
56,23,-1251.15615988237,3395.45666938163,-136.36132383647
56,24,-1102.4364630787,3631.62921197678,-97.6047168294443
56,25,-1249.72634205902,3537.83213462172,-94.8370387808164
56,26,-1131.2886640346,3609.81716878185,-455.751700425243
56,27,-1219.40323227136,3500.09443283746,-454.605054789905
56,28,-1163.92958940113,3627.98629105857,-831.972604175948
56,29,-1375.04141450474,3739.58553809253,-754.39855457375
56,30,-1195.87549353085,3662.86711012435,-886.756278160799
56,31,-1396.59286748222,3800.33435805403,-785.226716330844
56,32,-1078.05295871208,3505.74926232618,-906.585757496642
56,33,-1356.1258657612,3696.02843607777,-894.418924729602
57,1,-1081.95807404689,3500.66924550332,543.625108071648
57,2,-1083.47373921275,3530.64369746433,576.448628402972
57,3,-1073.88381831516,3538.14701206222,575.951531445465
57,4,-1066.70003028278,3548.53668378464,576.209791440638
57,5,-1115.10914226854,3513.40561450229,578.105558677551
57,6,-1128.31126298938,3508.86729497972,578.52994387063
57,7,-1144.70291696734,3509.03850363678,579.09736495834
57,8,-1078.43792840096,3587.57213395535,566.316371402993
57,9,-1187.40544004451,3535.62866025393,567.436525677667
57,10,-1075.55813395474,3528.91517954933,513.310652035581
57,11,-1108.62033487475,3499.0350821133,511.267158045032
57,12,-1024.14899403197,3672.34461031571,357.624563594302
57,13,-1282.21389629564,3497.29292167253,358.529031377526
57,14,-974.384492581856,3676.218119626,102.627136984744
57,15,-1342.73752016892,3474.19934193465,119.024142815853
57,16,-919.217747543454,3630.19764040671,-117.821727853058
57,17,-1316.85081518722,3408.99290800959,-105.18067927651
57,18,-907.807602881338,3630.72271706326,-185.992825161984
57,19,-1315.39814679049,3389.9385246167,-179.576259139408
57,20,-909.944343834966,3599.19701005544,-188.575633922704
57,21,-1295.48738270945,3394.74229747594,-179.026832739858
57,22,-920.012946663662,3591.84247690772,-166.600780931783
57,23,-1286.7769503529,3404.52436399142,-150.705582371355
57,24,-1077.94654804661,3600.6454510329,-99.2180952255267
57,25,-1218.37254250147,3494.66021790542,-93.7315378312494
57,26,-1111.66436694849,3586.26020211828,-465.693124245828
57,27,-1163.19373849127,3430.36781435579,-442.864331489907
57,28,-1161.26873726759,3625.09276840138,-838.251177289063
57,29,-1307.96303109046,3647.67747822033,-748.346507272108
57,30,-1187.82183545429,3649.32368595778,-888.396358970657
57,31,-1332.09604074175,3708.8728518469,-782.006324564237
57,32,-1078.24615734269,3501.16225521817,-908.560034991701
57,33,-1284.43553635236,3588.83569985432,-889.038400589848
58,1,-1057.48321775088,3470.35367513446,541.616732016502
58,2,-1058.96536138195,3499.56614688877,575.316327823355
58,3,-1054.00260261617,3512.15520282396,575.855265210929
58,4,-1047.88272627798,3523.09889425993,576.223947104178
58,5,-1086.99352798825,3480.11046526123,575.669580490101
58,6,-1101.45948423769,3477.40429136486,576.207320425179
58,7,-1117.65452696814,3478.75656119456,576.924684727452
58,8,-1064.17194006465,3565.97182563761,566.726558697375
58,9,-1162.61501084595,3505.21723941193,566.433412931025
58,10,-1055.2510443163,3500.76586966125,511.672637645768
58,11,-1085.88315738591,3470.61582581274,510.4501356984
58,12,-1006.50936128244,3653.22274904911,362.685862770545
58,13,-1261.38574908048,3471.5495822155,355.985955007579
58,14,-964.690857818944,3664.81579380504,106.896952369873
58,15,-1346.69476520724,3469.3172306055,114.909278666097
58,16,-885.535366198209,3576.60942033619,-110.894388068157
58,17,-1357.7290864663,3430.21191494346,-108.208822355999
58,18,-870.573190043975,3572.06337117495,-182.443217330765
58,19,-1367.7521938483,3418.10989560836,-181.146996310059
58,20,-859.784809511168,3524.88067758204,-179.975616937479
58,21,-1349.82261054723,3422.24856928346,-184.403062471876
58,22,-869.544358717444,3516.33013368859,-156.90043933397
58,23,-1338.09608015534,3430.32559455661,-155.089083212045
58,24,-1067.72277959214,3582.5152130416,-97.7555902681969
58,25,-1208.7625640302,3474.20250508758,-89.8928085920867
